"","TIME","A","Bb","B","C","C#","D","Eb","E","F","F#","G","Ab"
"2994",138.994648526,0.36878,0.9278,1.94091,0.0161964,0.202687,2.69931,0.931029,0.20687,1.37654,0.550252,0.939121,0.693746
"2995",139.041088435,0.689801,0,2.30386,0.0049628,0.207562,2.81794,1.10499,0.631248,0.801072,0.579261,1.02658,1.04888
"2996",139.087528345,0.810411,0.146653,2.16671,0,0.11161,2.9032,1.17391,0.687872,0.378427,0.870945,0.583237,1.3134
"2997",139.133968254,0.79381,0.200658,2.16533,0,0.0343459,2.94105,0.898148,0.691753,0.233651,0.948751,0.486079,1.27398
"2998",139.180408163,0.797033,0.228632,2.28922,0.00817184,0.0374429,2.78698,0.72468,0.704152,0.22316,0.842811,0.699077,1.03995
"2999",139.226848073,0.787586,0.0523318,2.36475,0.0737187,0.051932,2.69466,0.503848,0.713865,0.677801,0.652761,0.741334,1.13624
"3000",139.273287982,0.795904,0.00119063,2.24337,0.20604,0.0795445,2.71313,0.305607,0.854464,0.99989,0.708381,0.51804,1.57088
"3001",139.319727891,1.00677,0.345771,2.26431,0.30508,0.172684,2.71334,0.343995,0.958655,0.862318,0.785145,0.274665,1.4501
"3002",139.3661678,1.62892,0.0031537,2.43045,0.697997,0.118565,2.5145,0.783374,0.202979,0.863706,0.857782,0,0.665776
"3003",139.41260771,1.88891,0.154891,1.46722,1.08869,0.532341,1.84905,1.18955,0.465981,0.652813,1.0222,0,0.055859
"3004",139.459047619,1.94707,0,0.682366,1.19205,0.620329,1.45002,1.46823,0.444843,0.781105,0.919531,0,0.0515867
"3005",139.505487528,1.8491,0.0347915,0.377807,1.22364,0.375734,1.38354,1.49943,0.516607,1.0578,1.11357,0.110837,0.264622
"3006",139.551927438,1.71067,0.000533841,0.364015,1.25289,0.0712038,1.56878,1.43188,0.593332,0.987066,0.911072,0.744636,0.586618
"3007",139.598367347,1.14165,0,0.638289,1.47221,0.0719239,1.99614,1.18604,0.624998,0.224961,0.342543,1.78988,0.940619
"3008",139.644807256,0.25941,0,0.462467,2.14379,0.0747272,1.408,1.60223,0.545349,0.0273305,0,2.60187,0.863872
"3009",139.691247166,0.594001,0.193404,0.0977508,2.6324,0.0151324,1.24992,1.47562,0.0147295,0.0762028,0.0201727,2.23938,0.334481
"3010",139.737687075,1.08116,0.375094,0.0251628,2.40515,0.131772,1.3174,1.32898,0.203259,0.352293,0.194958,1.73139,0.187569
"3011",139.784126984,1.33766,0.367878,0.00945303,2.07243,0.39966,1.60708,1.09432,0.563746,0.449829,0.378366,1.60528,0.165481
"3012",139.830566893,1.54766,0.28815,0.0436001,2.16657,0.46616,1.64278,0.84822,0.759277,0.397513,0.387826,1.45592,0.141671
"3013",139.877006803,1.34608,0.21678,0.0849291,2.29247,0.29525,1.55195,0.532826,0.929189,0.405134,0.282381,1.61409,0.316874
"3014",139.923446712,0.786379,0.382638,0.0761205,2.38083,0.0868094,1.25243,0.420537,1.28436,0.130577,0.126817,2.14629,0.377973
"3015",139.969886621,0.0915697,0.347841,0.0506378,2.21148,0.0657457,1.22191,1.43671,1.01667,0.0367841,0,2.54918,0.540374
"3016",140.016326531,0.000235878,0.230953,0.0482833,1.97548,0.0525281,1.26294,2.12396,0.553884,0.018299,0,2.65672,0.459415
"3017",140.06276644,0.664037,0.00311976,0.00325233,1.93981,0.0518827,1.2022,2.23002,0.438431,0,0,2.07286,0.0438794
"3018",140.109206349,0.933976,0.00289755,0.0459874,2.05315,0.0627596,0.802717,2.21596,0.341965,0,0,1.69403,0.0711932
"3019",140.155646259,1.07246,0.0337047,0.155181,2.37647,0.0704516,0.227955,2.26043,0.271858,0,0,1.43836,0.0302385
"3020",140.202086168,0.982228,0.0990255,0.620657,2.28241,0.0775377,0.0218213,2.35748,0.214913,0.0393131,0,1.46652,0
"3021",140.248526077,1.10254,0.144846,0.896987,2.04539,0.133437,0.0983691,2.25967,0.245701,0.0435766,0,1.51422,0
"3022",140.294965986,1.02402,0.142575,0.957689,1.90325,0.238625,0.387872,2.0168,0.456699,0.101489,0,0.959893,0.205074
"3023",140.341405896,0.975436,0.0747089,0.728422,2.16244,0.36095,0.477365,1.89701,0.450406,0.10966,0,1.77868,0.16133
"3024",140.387845805,0.70457,0.00165066,0.214718,2.27979,0.0145512,0.761764,1.59803,0.738408,0.769095,0,2.22581,0.669977
"3025",140.434285714,0.116727,0.0568748,0.0726519,2.17922,0.0298432,1.12673,1.68912,0.968675,0.428888,0,2.65718,0.783985
"3026",140.480725624,0,0.583705,0.077583,1.90752,0.179579,1.24866,1.62415,0.814685,0.305425,0.00572548,2.82452,0.68625
"3027",140.527165533,0,0.722631,0.120617,1.39385,0.147453,1.58882,1.68375,0.764869,0.180786,0.0721968,2.94987,0.737335
"3028",140.573605442,0,0.408093,0,1.40475,0.129488,1.47867,1.89832,0.826257,0.175296,0.110619,2.77558,0.597335
"3029",140.620045351,0.21805,0.326285,0,1.25052,0.412269,0.42134,1.88211,1.31999,0.217079,0.181597,2.14615,0.872993
"3030",140.666485261,0.255598,0.210043,0.0486785,0.769397,0.745137,0.400719,1.06307,1.57703,0.107649,0.615218,1.43683,1.06855
"3031",140.71292517,0.174642,0.0684521,0.00141803,0.378897,0.830246,0.407174,0.669274,1.83306,0.113017,0.707139,1.47842,1.14359
"3032",140.759365079,0.26428,0.20832,0.00210063,0.323873,0.721933,0.397356,0.779457,1.70415,0.108642,0.554381,1.92543,1.12338
"3033",140.805804989,0.0678182,0.9395,0.00249234,0.399792,0.378351,0.399993,1.85609,1.17618,0.0525079,0.0648868,2.37098,0.936234
"3034",140.852244898,0.0248743,1.68157,0.000913391,0.67698,0.27422,0.506059,2.05727,0.52825,0,0.00907752,2.37411,0.443571
"3035",140.898684807,0.312315,1.78577,0,0.767365,0.22299,0.314825,2.11688,0.317674,0.941642,0.00213124,2.03597,0.0917352
"3036",140.945124717,0.773623,1.00841,0,1.03596,0.0874727,0.293235,1.78895,0.274811,2.03704,0,1.64801,0.218012
"3037",140.991564626,1.06382,0.320836,0,1.1749,0.018841,0.395479,1.6441,0.540084,2.17014,0,1.42735,0.265023
"3038",141.038004535,0.943236,0,0.159193,0.787933,0.0522425,0.992672,1.46343,0.766813,1.86056,0.00510488,2.35244,0.252135
"3039",141.084444444,0.630971,0,0.466828,0.315928,0.101386,1.57551,1.35996,0.750625,1.09193,0.0395823,3.58017,0
"3040",141.130884354,0.244955,0.000811245,0.625955,0.164336,0.112323,1.15533,1.32259,0.81471,0.291235,0.0843931,4.14705,0.0101026
"3041",141.177324263,0,0.00115424,0.593397,0.255953,0.15818,1.07056,1.03136,0.830285,0.225809,0.131165,4.2342,0.498361
"3042",141.223764172,0,0.000654621,0.55526,0.274088,0.130357,1.15661,0.898747,0.715713,0.240385,0.108181,4.17545,0.807869
"3043",141.270204082,0,0.00102586,0.614816,0.109704,0.0868667,1.27397,0.955164,0.620229,0.249547,0.069333,4.193,0.802532
"3044",141.316643991,0,8.14027e-05,0.697141,0.0210453,0.0886985,1.54154,0.928514,0.303801,0.245085,0.0132909,4.17393,0.77551
"3045",141.3630839,0,0,0.698913,0.0215293,0.0242171,1.92942,0.410528,0.0672277,0.183252,0,3.54558,1.35364
"3046",141.40952381,0,0.188234,0.210083,0.23715,0.136155,1.73273,0.589674,0.200828,0.0984667,0,2.29231,2.43329
"3047",141.455963719,0.000150455,0.11976,0.00124946,0.539491,0.0245142,0.541837,1.34353,0.131412,0.0171622,0.188024,1.23546,3.39884
"3048",141.502403628,0.316472,0.604815,0.0232265,0.35698,0.0178672,0.461838,1.38876,0.0440249,0.237364,0.0545906,1.3344,3.27639
"3049",141.548843537,0.537275,1.1646,0.0359071,0.378616,0.00645044,0.414134,1.26895,0.0341757,0.411521,0,1.39334,2.83687
"3050",141.595283447,0.418762,1.61975,0.191448,0.48548,0,0.551807,1.21361,0.0121024,0.425507,0.0153783,1.52683,2.2999
"3051",141.641723356,0.301421,1.759,0.20498,0.669473,0,0.574715,0.799789,0.187073,0.408205,0.0198997,2.18682,1.43556
"3052",141.688163265,0.274087,1.62541,0.343628,0.77234,0,0.594613,0.420993,0.265443,1.94236,0,2.43497,0.190855
"3053",141.734603175,0.26579,1.12754,0.473335,1.58266,0,0.348316,0.446211,0.123477,2.40249,0.059274,1.71792,0.164871
"3054",141.781043084,0.186771,0.272684,0.76551,1.85305,0.314994,0.0689559,0.618015,0.120065,2.64994,0,1.37331,0.0137391
"3055",141.827482993,0.150684,0.24262,0.761851,1.50162,0.150469,0.532556,0.436972,0.143911,2.85116,0.0207797,1.55586,0
"3056",141.873922902,0.127108,0.63712,0.49749,1.21333,0.0522062,1.04072,0.578828,0.266489,2.56263,0.0320757,2.50024,0
"3057",141.920362812,0.132786,0.689934,0.2564,1.24328,0.00696957,1.40234,0.812826,0.538928,1.64293,0,3.46863,0
"3058",141.966802721,0.126511,0.488945,0.343193,1.14587,0.0146398,1.76195,1.19506,0.45873,0.409141,0,3.84186,0
"3059",142.01324263,0.103748,0.15583,0.437665,0.590505,0.00390567,1.87098,1.50044,0.414531,0.197971,0,3.99695,0.0427476
"3060",142.05968254,0.116351,0.0981772,0.222525,0.601696,0.00114368,1.56828,1.72947,0.576346,0.156192,0,4.03067,0.0358761
"3061",142.106122449,0.170267,0.474885,0.426472,1.27378,0.0121111,1.20836,1.55843,0.588206,0.105275,0,3.77866,0.0761665
"3062",142.152562358,0.364574,0.42084,0.34141,2.40262,0.0183293,1.27858,1.28595,0.151464,0.0238335,0,2.88276,0.43486
"3063",142.199002268,1.68137,0.124236,0.25581,2.35983,0.333207,0.825456,2.19631,0.351931,0.088991,0.0649335,0.471962,0.727464
"3064",142.245442177,1.5762,0,0.274681,1.48152,0.176564,1.28004,1.8121,0.497549,0.427256,0,0.50185,0.214453
"3065",142.291882086,1.39607,0,0.225234,1.27156,0.012195,1.21399,1.85906,0.498675,0.558032,0.0282046,0.9154,0.227714
"3066",142.338321995,1.37142,0,0.129866,1.4942,0.0106472,1.06526,1.80596,0.406081,1.58177,0.0606153,0.996871,0.15226
"3067",142.384761905,1.10719,0,0.105962,1.85294,0.0610156,0.980954,1.18782,0.207589,3.09075,0.0311321,0.719208,0.332572
"3068",142.431201814,0.711111,0,0.0786475,2.15563,0.0739109,0.401973,0.448582,0.0367943,3.84583,0,0.541581,0.127256
"3069",142.477641723,1.03157,0,0.125307,2.13157,0.0430261,0.471535,0.197638,0.0301544,4.03952,0.00798298,0.489611,0.000629038
"3070",142.524081633,1.711,0.339417,0.170468,2.06833,0.0895495,0.814665,0.524428,0.0416995,3.73813,0.0437312,0.335022,5.86393e-05
"3071",142.570521542,2.04986,0.353409,0.148636,2.2483,0.125767,1.00885,0.503071,0.489442,3.16961,0.174581,0.00135247,0.0585796
"3072",142.616961451,2.02434,0.282127,0.160458,2.29385,0.137791,1.03507,0.31875,0.336826,3.38786,0.17019,0.00218094,0.05848
"3073",142.663401361,1.82074,0.099361,0.165055,2.44655,0.0189162,1.0193,0.174642,0.125667,3.78213,0.172768,0.0324976,0.0228219
"3074",142.70984127,1.5103,0.00081255,0.153707,2.66118,0.00266591,0.850901,0.150548,0.00972334,4.12892,0.109106,0.12173,0.047275
"3075",142.756281179,0.940041,0.000184968,0.10125,2.92607,0.0272713,0.372201,0.178213,0,4.26365,0,0.165905,0.0894193
"3076",142.802721088,0.837246,0.00161095,0.0440187,2.8912,0.0296716,0.133702,0.174317,0.0324606,4.24766,0,0.153264,0.146305
"3077",142.849160998,0.960296,0.00302071,0.00881727,2.73975,0.0170322,0.134977,0.159671,0.0974818,4.10039,0,0.10391,0.186224
"3078",142.895600907,1.07634,0.00289059,0.0051618,2.62709,0.0466071,0.030429,0.188801,0.103733,4.0496,0,0.118742,0.110267
"3079",142.942040816,1.06452,0.0017542,0.0145279,2.51218,0.0548064,0,0.301338,0.0881625,4.05198,0,0.116167,0.121828
"3080",142.988480726,0.868198,0.00136815,0.0278541,2.44115,0.0830735,0,0.395022,0.0702863,4.01559,0,0.094061,0.155797
"3081",143.034920635,0.73864,0.0199035,0.0341119,2.4152,0.168142,0,0.500613,0.0570722,3.92871,0,0.0657679,0.088971
"3082",143.081360544,0.817487,0.00426297,0.0550751,2.18875,0.253802,0,0.668301,0.0530517,3.80163,0,0.228289,0
"3083",143.127800454,0.90071,0.0029869,0.0969004,2.11067,0.297161,0.0409713,0.716589,0.0354037,3.68686,0,0.362478,0
"3084",143.174240363,0.795568,0.00182559,0.197456,1.82956,0.336633,0.250377,0.863685,0.0408534,3.79733,0,0.290506,0.304287
"3085",143.220680272,0.538541,0.0528078,0.000954915,1.42642,0.145317,0.930455,0.869395,0.277555,3.62407,0,0.307822,1.05227
"3086",143.267120181,0.373951,0.103311,0,1.40416,0.122242,1.29849,0.83663,0.526166,3.32547,0.0141365,0.11908,1.06654
"3087",143.313560091,0.339681,0.0835811,0,1.50641,0.0353889,1.63683,0.793515,0.522581,3.22413,0.0155809,0.434668,0.927401
"3088",143.36,0.921745,0.0560519,0,1.97945,0.239551,1.55101,0.360713,0.557805,3.08155,0.00616149,0.457585,1.01952
"3089",143.406439909,1.05945,0.0124042,0.0055615,1.95557,0.607326,1.09681,0.390442,0.703205,2.32404,0.0535415,0.10071,1.37907
"3090",143.452879819,1.26779,0.0188004,0.00456566,1.41068,0.730753,0.92994,0.528875,0.955984,1.57108,0.0721219,0.185478,1.65247
"3091",143.499319728,1.38801,0.0227415,0.261645,1.14897,0.894583,0.828194,0.526581,0.546702,1.24922,0.0298436,0.425721,1.75377
"3092",143.545759637,1.45056,0.2211,0.510471,1.43332,0.912743,0.643413,0.658602,0.262657,1.23812,0,0.436899,1.34019
"3093",143.592199546,1.16867,0.891112,0.49878,1.59093,0.206938,0.437325,0.410337,1.07215,1.67162,0,0.816773,0.824238
"3094",143.638639456,0,2.4394,0.408318,0.651993,0.147891,0.411763,0.0563639,2.05982,0.906059,0,0.927637,0.440431
"3095",143.685079365,0.171142,2.30255,0.0392404,0.947286,0.103229,0.361752,0.473024,1.9486,0.589438,0.00606566,0.904844,0.33346
"3096",143.731519274,0.135465,1.75652,0.0221379,0.981805,0.0618156,0.307955,0.719267,1.60818,1.19463,0.00963209,0.834779,0.506021
"3097",143.777959184,0.0568894,1.57062,0.0192892,1.43286,0.115683,0.311022,0.655179,1.20464,2.69942,0,0.610321,0.598561
"3098",143.824399093,0.0213857,1.16386,0.0107608,1.82068,0.0543656,0.376205,0.463318,0.880118,3.18866,0,0.695485,0.576737
"3099",143.870839002,0.0423383,0.524727,0.0103536,1.93943,0.0279306,0.401903,0.240312,0.719051,3.50168,0,0.882095,0.273911
"3100",143.917278912,0.057004,0.00117069,0.0975969,1.23321,0.180227,0.284325,0.368266,0.702006,3.55629,0,0.734485,0.609297
"3101",143.963718821,0.0769204,0.00140143,0.396267,0.72881,0.485205,0.311927,0.554405,0.554815,3.36425,0.0447664,0.387336,1.01378
"3102",144.01015873,0.0882662,0.0424465,0.392143,0.584807,0.519116,0.393168,0.461461,0.391392,3.50462,0.143165,0.265187,1.38636
"3103",144.056598639,0.114686,0.581957,0.172817,0.613781,0.490935,0.382844,0.26422,0.350728,3.64202,0.06955,0.53467,1.11348
"3104",144.103038549,0.111029,0.833363,0.132355,1.08651,0.144331,0.373371,0.080042,0.292871,3.85257,0.0106826,1.00554,0.660299
"3105",144.149478458,0.0675146,0.570468,0.0396519,1.2969,0.0352592,0.386007,0.241705,0.240048,3.7778,0.0113387,1.08536,0.452442
"3106",144.195918367,0.0133748,0.539939,0.0753171,1.36013,0,0.303247,0.852218,0.11553,3.51961,0.034945,0.903019,0.458493
"3107",144.242358277,0.000172664,0.579171,0.0905524,1.2602,0.00968018,0.30457,1.9347,0.0630394,2.9966,0.0514725,0.689966,0.660077
"3108",144.288798186,0.000174386,0.598167,0.0322736,1.09362,0.0279898,0.313403,2.37182,0.0616291,1.94172,0.0595756,0.577606,0.969016
"3109",144.335238095,0.000141527,0.684368,0.0231098,0.761462,0.0358973,0.266611,2.60381,0.056348,1.52836,0.0225311,0.452181,1.23173
"3110",144.381678005,0,0.941214,0.0132742,0.69842,0.0350274,0.264067,2.71783,0.0530243,1.72626,0.00224256,0.481192,1.03382
"3111",144.428117914,0,1.08251,0.00218288,0.835186,0.0335749,0.323182,2.75472,0.0507188,1.85681,0.00270508,0.467219,0.684054
"3112",144.474557823,0,1.00383,0.000765893,1.09745,0.0290678,0.384864,2.51069,0.135925,2.09786,0.00253186,0.485878,0.751129
"3113",144.520997732,0.000420924,1.10463,0,1.54713,0.0553967,1.13306,1.07512,0.471924,1.99452,0.201833,0.596821,0.905879
"3114",144.567437642,0.18313,0.841702,0,2.18522,0.395171,2.48656,0.0630222,0.425621,1.60029,0.162536,0.323956,0.161549
"3115",144.613877551,0.318138,0.157458,0,2.54758,0.340051,2.36468,0.170883,0.790044,1.64321,0.0969829,0.616661,0.0247227
"3116",144.66031746,0.26114,0.0570673,0,2.78314,0.275457,1.82831,0.396007,1.35266,1.41228,0.0415609,0.92441,0.144201
"3117",144.70675737,0.660669,0.0139342,0,2.74149,0.0998311,2.25672,0.335052,1.17346,1.30405,0.361059,0.951417,0.348891
"3118",144.753197279,1.21509,0,0,2.08614,0.104534,3.30791,0.219506,0.619503,1.34838,0.784668,0.59828,0.327277
"3119",144.799637188,1.52095,0.00839737,0.00283326,1.16592,0.0806893,4.00443,0.134577,0.276155,1.2233,1.02315,0.0687083,0.277157
"3120",144.846077098,1.63452,0.0552695,0.0036836,0.588,0.0549855,4.11528,0.0911057,0.168395,1.1231,1.08863,0.123163,0.247255
"3121",144.892517007,1.72457,0.0407173,0.0025924,0.465645,0.0383659,3.84674,0.256605,0.0902859,1.10512,1.05776,0.133116,0.332942
"3122",144.938956916,1.73233,0.128543,0.00242652,0.600487,0.147786,3.78971,0.330124,0.0339103,0.699464,1.02143,0.100006,0.0707013
"3123",144.985396825,1.73244,0.310248,0.00657845,0.936546,0.431895,3.51698,0.148127,0.337379,0.66195,0.95313,0.315202,0.0147198
"3124",145.031836735,1.76858,0.297398,0.00750329,1.09337,0.289426,3.26504,0.0847105,0.424317,0.498811,0.864564,0.621891,0.0580256
"3125",145.078276644,1.72109,0.182645,0.00602171,1.25359,0.118342,3.10747,0.0584012,0.391068,0.477528,0.732623,0.709808,0.312045
"3126",145.124716553,1.55927,0.0142634,0.00514961,1.63008,0.0980056,2.80313,0.243703,0.387446,0.71421,0.411038,0.718607,0.417064
"3127",145.171156463,1.19092,0.00257182,0.0238031,2.31942,0.0959508,1.72982,1.24619,0.385788,0.775233,0.0490219,0.709024,0.466536
"3128",145.217596372,0.459208,0.0102936,0.0121986,3.12874,0.185778,0.78868,0,0.409481,2.00939,0.0120697,0.931422,0.361183
"3129",145.264036281,0.161446,0.995825,0.0197676,2.79954,0.181595,0.665915,0.170066,0.624863,2.0387,0.0113808,1.07952,0.016169
"3130",145.31047619,0.241177,1.37675,0.0246903,2.05943,0.171383,0.592122,0.402733,0.716947,1.84493,0.0723882,1.24025,0.250019
"3131",145.3569161,0.388721,1.3938,0.0231994,1.45289,0.221358,0.491874,0.710104,0.656253,1.51785,0.29205,1.28694,0.163858
"3132",145.403356009,0.427308,1.178,0.0114116,1.62593,0.273219,0.269921,0.909183,0.568204,0.966744,0.39713,1.97821,0.0891591
"3133",145.449795918,0.333646,0.751744,0,2.69232,0.179736,0.384897,0.519663,1.02189,0.478739,0.261698,2.00927,0.0996008
"3134",145.496235828,0.252836,0.153736,0,3.61303,0.163153,0.353798,0.0242936,1.09651,0.590242,0.144755,1.58673,0.130738
"3135",145.542675737,0.237325,0,0,3.85637,0.181529,0.23321,0.0314498,1.11035,0.671614,0.00411794,1.53667,0.403827
"3136",145.589115646,0.700937,0.00282669,0.00249869,3.90375,0.154596,0.0784461,0.00382925,1.21112,0.473008,0,1.41757,0.417218
"3137",145.635555556,1.36027,0.00268629,0.00354572,3.74345,0.0591636,0,0.0254743,1.10594,0.45016,0,1.0524,0
"3138",145.681995465,1.36088,0.0130324,0.00432549,3.40953,0.0455098,0,0.0120753,0.767906,0.479962,0,0.992815,0
"3139",145.728435374,1.24313,0.0299523,0.00428841,3.11521,0.053533,0.0427004,0.00269808,0.302948,0.834423,0,0.880323,0
"3140",145.774875283,1.10638,0.0671921,0.00381056,2.8545,0.0781406,0.107694,0.00333863,0.0954246,1.18989,0,0.829209,0.0149498
"3141",145.821315193,1.02597,0.114776,0.00346387,2.80937,0.128878,0.230016,0.00377942,0.228336,1.28633,0,0.810299,0.00313185
"3142",145.867755102,0.952779,0.129052,0.0592897,3.01197,0.174511,0.342563,0.00404128,0.528196,1.11327,0,0.906006,0
"3143",145.914195011,0.958245,0.1065,0.0654199,3.42762,0.213552,0.228255,0,1.03293,0.510127,0.00973525,1.41344,0
"3144",145.960634921,0.850129,0.00118101,0.167465,3.80737,0.231615,0.390289,0.569393,1.09186,0.30152,0.0108303,1.15322,0.083211
"3145",146.00707483,0,0.00846897,0.0179784,3.57929,0.105107,0.96836,1.16623,0.928756,0.380617,0.0785847,1.45604,0.665226
"3146",146.053514739,0,0.0478544,0.00825619,3.14503,0.0906651,1.4509,1.28759,0.785276,0.414843,0.144858,1.46374,0.788546
"3147",146.099954649,0,0.100579,0,2.89329,0.081502,1.64943,1.13737,0.858936,0.158056,0.160666,1.60499,0.690289
"3148",146.146394558,2.98128e-05,0.171868,0,2.94256,0.131872,1.30135,0.888716,1.11849,0.0973768,0.115421,1.36777,0.555324
"3149",146.192834467,0.0285384,0.116434,0,2.66328,0.442695,0.62251,0.547092,1.44802,0.0695967,0.227033,1.45714,0.646754
"3150",146.239274376,0.049144,0.0304563,0.00161267,2.6101,0.589917,0.406829,0.366322,1.74358,0.0792515,0.709961,1.04402,1.00771
"3151",146.285714286,0.0466846,0.0493045,0.00258336,2.5242,0.458996,0.401947,0.321547,1.66413,0.0931081,0.663765,1.20708,1.1235
"3152",146.332154195,0.043988,0.385257,0.00381794,2.58564,0.271272,0.385855,0.435851,1.38346,0.0939621,0.302609,1.5852,1.17811
"3153",146.378594104,0.0382669,0.812878,0.00418752,2.56352,0.165734,0.410921,1.08852,1.18552,0.0830482,0,1.71216,1.06766
"3154",146.425034014,0,1.29811,0.00309633,2.42034,0.0861311,0.4581,1.64503,0.993393,0.0739359,0,1.9281,0.655267
"3155",146.471473923,0.000326271,0.841835,0,2.90326,0.0663301,0.233842,2.21223,0.973952,0.112472,0.000989773,1.86508,0.400567
"3156",146.517913832,0,0.38103,0,3.03092,0.0683816,0.333078,2.37313,0.881328,0.41805,0.00223507,1.78025,0.689059
"3157",146.564353741,0,0.230997,0,2.86323,0.0776,0.622398,2.29575,0.757362,0.358813,0.031929,2.06692,0.684778
"3158",146.610793651,0,0.0678694,0,2.5799,0.222663,0.830677,2.27589,0.913257,0.261709,0.0490479,2.26222,0.594889
"3159",146.65723356,0.0354959,0,0,2.3171,0.157782,0.906234,2.0104,1.12227,0.228168,0.0336549,1.98081,0.459741
"3160",146.703673469,0.0384855,0,0,1.13142,0.43997,0.422025,1.78076,1.27818,0.29863,0.334792,1.84181,0.807548
"3161",146.750113379,0.0214519,0.012919,0.344644,0.816795,0.560245,0.874405,1.09936,1.19567,0.281536,0.573316,1.13741,1.18947
"3162",146.796553288,0.0671707,0.132556,0.185593,0.656407,0.587496,1.00987,0.667252,1.49585,0.191665,0.638735,0.722057,1.34451
"3163",146.842993197,0.243235,0.48553,0.00242545,0.706799,0.423079,0.907472,0.796088,1.522,0.0828744,0.507905,1.25548,1.23428
"3164",146.889433107,0.00344157,1.07181,0.00309462,1.44188,0.183305,0.926457,1.14958,1.50078,0.10028,0.00178017,2.37111,0.750571
"3165",146.935873016,0.000192613,1.21333,0.000430319,1.61328,0.034073,0.434342,1.92216,1.24471,0.0369815,0,3.15916,0.350483
"3166",146.982312925,0,1.58011,0.00149951,1.27054,0.0345573,0.434153,2.54549,1.11457,0.0700226,0.00785226,3.05673,0.147293
"3167",147.028752834,9.97277e-05,1.94265,0.000867289,1.29564,0,0.431372,2.58282,0.683233,0.335327,0.082738,2.30817,0.1272
"3168",147.075192744,0.000123018,2.05518,0,1.46721,0,0.59003,2.07257,0.614265,0.361087,0.0947714,1.76999,0.140698
"3169",147.121632653,0.00012541,2.25526,0.000773196,1.53933,0,0.758189,1.63152,0.710121,0.404595,0.0485385,1.55778,0.203653
"3170",147.168072562,4.4173e-06,2.43297,0.00290874,1.70745,0,0.691658,1.33077,0.67132,0.434911,0.0385317,1.4132,0.190767
"3171",147.214512472,0,2.45532,0.00486418,1.87844,0,0.570414,1.23264,0.286877,0.452686,0.313418,1.385,0.195539
"3172",147.260952381,6.40509e-05,2.28865,0.00390699,1.87639,0,0.671144,1.60715,0.114415,0.459089,0.614543,1.34983,0.297419
"3173",147.30739229,0.000120311,1.95423,0,1.88052,0.0164818,0.551379,2.3033,0.342285,0.514202,0.345333,1.49315,0.15268
"3174",147.3538322,0,1.44935,0,1.26919,0.157378,0.532541,3.04612,0.887643,0.468802,0.0422702,1.83215,0.301879
"3175",147.400272109,0.0256835,0.525477,0,0.670342,0.113582,0.817485,2.91967,0.975473,0.443967,0.196858,1.54958,0.9084
"3176",147.446712018,0.0590826,0.807611,0,0.678111,0.00739365,0.916729,2.85532,0.910164,0.255041,0.222015,1.70079,0.872226
"3177",147.493151927,0.0874628,0.893285,0,1.30586,0.0173076,1.1219,2.73608,0.792559,0.119668,0.123262,1.75632,0.630747
"3178",147.539591837,0.125337,0.853206,0,1.53597,0.0246796,1.40398,2.40144,0.771877,0.124508,0.0218955,1.99596,0.406267
"3179",147.586031746,0.134618,0.821682,0,1.46869,0.0152546,1.54236,1.77502,0.904965,0.115838,0.0190096,2.2224,0.327944
"3180",147.632471655,0.10257,0.449705,0.00336946,1.69385,0.00683498,0.987846,2.16064,1.15576,0.0913169,0.0027254,2.40376,0.454268
"3181",147.678911565,0.0772032,0.576394,0.0986492,2.12941,0.00765409,1.02248,2.00385,1.41147,0.0826696,0.00228304,2.35535,0.287488
"3182",147.725351474,0.943462,1.08344,0.0233513,1.59018,0.0623642,1.88081,1.59377,0.489316,0.022004,0.00229251,1.52393,0.202561
"3183",147.771791383,1.06031,0.873171,0.0984116,1.37083,0.544607,2.01099,1.19592,0.615625,0.0509003,0.11233,1.35773,0.000131671
"3184",147.818231293,1.18413,0.399421,0.0258778,1.55828,0.377562,1.49112,1.58805,0.57266,0.362999,0.214343,1.28315,0.227734
"3185",147.864671202,1.09546,0.375752,0.00538269,1.96134,0.168413,1.14989,1.87706,0.565679,0.480775,0.277274,1.08884,0.409589
"3186",147.911111111,1.20685,0.524793,0.00889959,2.19423,0.0544744,0.805725,1.9571,0.682882,0.30066,0.207537,1.04316,0.442888
"3187",147.95755102,0.911658,0.489587,0.0012774,2.35815,0.0504769,0.758905,2.18103,0.876523,0.0197381,0.00242899,1.60689,0.563883
"3188",148.00399093,0.0591349,0.786058,0.0010554,2.37081,0.0279381,1.16407,1.49468,0.873741,0.0946893,0.00569559,1.85303,0.535861
"3189",148.050430839,0.872635,0.622405,0.0240184,1.55292,0.0255453,1.75208,1.91837,0.0914125,0.114618,0,1.44022,0.237408
"3190",148.096870748,1.0673,0.72836,0.012156,0.816126,0.359712,2.24198,1.41241,0.353367,0.256602,0.180397,0.863487,0.415014
"3191",148.143310658,1.07885,0.514454,0.0438388,0.72573,0.731676,2.5855,1.16731,0.480389,0.236011,0.267116,0.919285,0.291557
"3192",148.189750567,1.05551,0.196921,0.000751033,1.1779,0.710167,2.60873,0.962154,0.49919,0.191129,0.267132,0.97613,0.372808
"3193",148.236190476,0.934647,0.196624,0.00191059,1.43808,0.331368,2.44946,0.897644,0.528204,0.276102,0.167815,0.994166,0.531122
